"City","year","partialYearMonths","BlackPop","WhitePop","StanfordStopsBl","StanfordStopsWh","BlackProp","WhiteProp","DiffBlackMinusWhite","RatioBlackWhite","animus_score","implicit_score_mean","implicit_nobs","Region","WhitePoliceShare","BlackPolShare","PoliceRatioWhBl"
"Madison",2010,NA,19750,213459,5640,20535,0.285569620253165,0.0962011440136045,0.18936847623956,2.96846386995959,55.66,0.3495435,897,"Midwest",80.1,10.3,7.77669902912621
"shville",2010,NA,182731,418491,115027,169356,0.629488154719232,0.404682537975727,0.224805616743505,1.55551103802999,63.43,0.3243427,941,"South",84.9,12.3,6.90243902439024
"New Orleans",2010,NA,222087,121742,16384,6023,0.0737728908040543,0.0494734766966207,0.0242994141074335,1.49116043039468,61.94,0.3109544,718,"South",38.5,58.2,0.661512027491409
"Oakland",2010,NA,175045,215680,NA,NA,NA,NA,NA,NA,47.64,0.3165373,3192,"West",42.9,22.2,1.93243243243243
"Oklahoma City",2010,NA,112570,467428,NA,NA,NA,NA,NA,NA,58.92,0.2903549,483,"South",85.5,6.7,12.7611940298507
"Philadelphia",2010,NA,706827,697346,NA,NA,NA,NA,NA,NA,77.93,0.3001879,5210,"Northeast",56.8,33.4,1.70059880239521
"Pittsburgh",2010,NA,86633,219071,9209,16509,0.106298985375088,0.0753591301450215,0.0309398552300665,1.41056545066969,76.08,0.3469999,1614,"Northeast",84.3,14.3,5.89510489510489
"Raleigh",2010,NA,136337,267555,40637,36504,0.298062888284178,0.136435499243146,0.161627389041032,2.18464321923278,60.63,0.3119766,930,"South",83.8,12.2,6.86885245901639
"San Antonio",2010,NA,115209,1212198,NA,NA,NA,NA,NA,NA,46.23,0.3365986,1008,"South",42.3,5.4,7.83333333333333
"San Diego",2010,NA,133530,1173872,NA,NA,NA,NA,NA,NA,52.04,0.3488906,2165,"West",65.7,6.5,10.1076923076923
"San Francisco",2010,NA,59964,466521,16976,47880,0.283103195250484,0.102632035856907,0.180471159393577,2.75842910926171,47.64,0.3165373,3192,"West",52.4,9,5.82222222222222
"San Jose",2010,NA,65805,880137,NA,NA,NA,NA,NA,NA,47.64,0.3484235,1519,"West",56.3,4.7,11.9787234042553
"Stockton",2010,NA,72334,219373,NA,NA,NA,NA,NA,NA,61.89,0.219363,248,"West",65.3,2.3,28.3913043478261
"Tampa",2010,NA,98716,236993,57336,114560,0.580817699258479,0.483389804762166,0.0974278944963128,1.20155140538028,68.72,0.3584656,1637,"South",69.3,14.5,4.77931034482759
"Tulsa",2010,NA,78181,313725,9469,32249,0.121116383776109,0.102793848115388,0.0183225356607216,1.17824544947626,40.59,0.2743234,352,"South",76.2,9.9,7.6969696969697
"Wichita",2010,NA,52725,329643,15063,50924,0.285689900426743,0.154482273247119,0.131207627179624,1.84933775521115,38.3,0.3538616,444,"Midwest",81.4,7.9,10.3037974683544
"Winston-Salem",2010,NA,92756,136861,16568,15141,0.178619172883695,0.110630493712599,0.0679886791710959,1.61455641107162,67.91,0.245344,310,"South",80.7,14.1,5.72340425531915
